Домен;"URL Коллаборатора";Тематика;"Мови сайту";"Трафік на місяць";"Джерело трафіку";"Трафік,% Дірект";"Трафік,% Реф.";"Трафік,% Орган.";"Трафік,% Соц.";Країна;Регіони;"Швидкість розміщення";TF;CF;TR;"Da Moz";"Індекс Google";"Кліки GSC";"Покази GSC";"Вік сайту, років";"Біржа посилань";"Доменна зона";"Тип сайту";"Особливі тематики";"Доданий до системи, років";"ранк Ahrefs";"Вихідні домени";DR;UR;Беклінки;Домени-донори;"Ключові слова";"Органічний трафік";"Serpstat SDR";"Домени, що посилаються";"Вхідні посилання";"IP-адреси, що посилаються";"Вихідні домени";"Запити в топі";"Google AIO";"Ціна особливої ​​тематики, UAH";"Тип посилання стаття";"Позначка про рекламу стаття";"Кількість посилань стаття";"Ціна розміщення стаття, UAH";"Ціна написання стаття, UAH";"Ціна анонса стаття, UAH"
https://maxval.com.ua;https://collaborator.pro/ua/creator/article/view?id=672022;"Electronics and Technology, Здоров'я та медицина, Дім та сім'я";"Українська, Російська";37477;"Google Analytics 4";61;;36;1;Україна;;"1 день";20;41;0.49;11;153;12017;425472;0.6;Yes;.com.ua;"Інформаційний сайт";"Азартні ігри, Кредитування, мікропозики, Форекс, брокери, Сайти-знайомств";0.1;177640;;64;6;3925;3412;893;15745;20;14;17;14;0;0;3;2000;dofollow;Ні;3;1350.00;335.00;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
https://modnadiva.com;https://collaborator.pro/ua/creator/article/view?id=326352;"Electronics and Technology, Здоров'я та медицина, Мода та краса";"Українська, Російська";198617;"Google Analytics 4";10;;88;;Україна;;"1 день";25;36;0.69;35;766;66901;2301071;1.7;Yes;.com;"Персональний блог";Сайти-знайомств;1.2;119500;;69;4;1799;533;4971;86456;23;303;362;25;671;0;349;500;dofollow;Ні;3;1190.00;600.00;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
https://joy-pup.com;https://collaborator.pro/ua/creator/article/view?id=23187;"Здоров'я та медицина, Культура та мистецтво, Мода та краса";"Англійська, Українська, Російська";117459;"Google Analytics 4";30;4;65;1;Україна;;"1 день";15;48;0.31;41;25700;8250;662145;7.2;Yes;.com;"Інформаційний сайт";Сайти-знайомств;5.3;48415;2512;74;11;18466;3087;3699;3693;42;450;3591;307;1137;0;3;500;dofollow;Ні;3;999.00;700.00;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
https://md-eksperiment.org;https://collaborator.pro/ua/creator/article/view?id=45870;"ЗМІ (новини), Культура та мистецтво, Освіта та наука";"Українська, Англійська, Російська";547135;"Google Analytics 4";26;1;69;2;Україна,США,Великобританія;;"1 день";53;47;1.13;45;97900;405514;12695077;15.4;No;.org;"Інформаційний сайт";"Кредитування, мікропозики, Форекс, брокери, Сайти-знайомств";3.10;642015;9883;50;21;26633;4225;7968;61648;49;1257;164927;820;2895;0;557;;dofollow;Ні;3;1250.00;250.00;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
https://www.ukrlib.com.ua;https://collaborator.pro/ua/creator/article/view?id=58977;"ЗМІ (новини), Культура та мистецтво, Освіта та наука";"Українська, Російська";1655263;"Google Analytics 4";60;1;79;;Україна;;"1 день";48;46;1.04;45;249000;2584042;23390266;24.3;No;.com.ua;"Інформаційний сайт";"Форекс, брокери, Сайти-знайомств";3.5;265856;2529;60;6;953924;4285;30126;472634;52;2703;150316;1239;245;0;6754;931.35;dofollow;Ні;3;1629.86;540.18;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
https://porady.com.ua;https://collaborator.pro/ua/creator/article/view?id=672661;"Electronics and Technology, Здоров'я та медицина, Дім та сім'я";"Українська, Російська";109208;"Google Analytics 4";68;;8;23;Україна;;"1 день";0;46;0.00;40;127;3651;304464;0.6;Yes;.com.ua;"Інформаційний сайт";"Азартні ігри, Кредитування, мікропозики, Форекс, брокери, Сайти-знайомств";0.1;15395943;;11;0;5374;2690;1057;6388;14;6;116;11;0;0;26;2500;dofollow;Ні;3;1399.00;340.00;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
https://hmstudio.com.ua;https://collaborator.pro/ua/creator/article/view?id=650374;"ЗМІ (новини), Міські портали, Дім та сім'я";"Українська, Російська";43221;"Google Analytics 4";70;2;27;;Україна,Казахстан,Польща;;"1 день";44;37;1.19;33;2890;2719;120429;0.6;Yes;.com.ua;"Інформаційний сайт";"Кредитування, мікропозики, Форекс, брокери, Сайти-знайомств";0.1;530690;;52;8;1246;314;138;296;36;209;27743;143;39;0;61;1500;dofollow;Ні;3;799.00;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.62.ua;https://collaborator.pro/ua/creator/article/view?id=21337;"ЗМІ (новини), Міські портали, Технології";"Російська, Українська";1395350;"Google Analytics 4";99;;;;Україна;;"1 день";50;48;1.04;49;51600;4912;330225;15.10;No;.ua;Портал;"Азартні ігри, Кредитування, мікропозики, Форекс, брокери, Сайти-знайомств";5.6;2183983;1234;36;4;70076;5273;826;4101;50;1268;65264;1013;4993;0;194;1360;dofollow;Ні;3;1200.00;80.00;300.00;;;;;;;;;;;;;;;;;;;;;;;;
https://tarakan.org.ua;https://collaborator.pro/ua/creator/article/view?id=48964;"Кулінарія, Здоров'я та медицина, Дача";"Українська, Російська";99252;"Google Analytics 4";54;4;8;34;Україна;;"1 день";31;33;0.94;31;40800;7610;746467;4.9;Yes;.org.ua;"Інформаційний сайт";"Азартні ігри, Кредитування, мікропозики, Форекс, брокери, Сайти-знайомств";3.8;314359;5889;58;33;94672;685;2596;5627;28;47;19378;40;0;0;475;900;dofollow;Ні;2;975.00;300.00;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
https://d-art.org.ua;https://collaborator.pro/ua/creator/article/view?id=84316;"Business and Finance, Здоров'я та медицина, Мода та краса";"Російська, Українська";64472;"Google Analytics 4";7;10;11;71;Україна;;"1 день";32;32;1.00;30;1490;6137;465690;5.1;Yes;.org.ua;"Інформаційний сайт";"Азартні ігри, Кредитування, мікропозики, Форекс, брокери, Сайти-знайомств";2.11;300889;429;58;22;34214;1095;1419;3591;37;284;2018;172;0;0;33;1000;dofollow;Ні;2;950.00;300.00;безкоштовно;;;;;;;;;;;;;;;;;;;;;;;;
